cardIdentifier,name,printings_identifier,printings_rarity,printings_set,pitch,typeText,subtypes,types
enigma-ledger-of-ancestry,"Enigma, Ledger of Ancestry",HER116,Promo,Promos,,Mystic Illusionist Hero,,Hero
enigma-new-moon,"Enigma, New Moon",MST238,Legendary,Part The Mistveil,,Mystic Illusionist Hero - Young,Young,Hero
enigma-new-moon,"Enigma, New Moon",MST238,Marvel,Part The Mistveil,,Mystic Illusionist Hero - Young,Young,Hero
enion-surge-red,Enion Surge (Red),OMN112,Common,Omens Of The Third Age,1,Lightning Wizard Action,NonAttack,Action
enion-surge-yellow,Enion Surge (Yellow),OMN113,Common,Omens Of The Third Age,2,Lightning Wizard Action,NonAttack,Action
enion-surge-blue,Enion Surge (Blue),OMN114,Common,Omens Of The Third Age,3,Lightning Wizard Action,NonAttack,Action
enlightened-strike-red,Enlightened Strike (Red),PEN320,Legendary,Compendium Of Rathe,1,Generic Action - Attack,Attack,Action
enlightened-strike-red,Enlightened Strike (Red),1HP361,Majestic,History Pack 1,1,Generic Action - Attack,Attack,Action
enlightened-strike-red,Enlightened Strike (Red),WTR159,Majestic,Welcome To Rathe,1,Generic Action - Attack,Attack,Action
enlightened-strike-red,Enlightened Strike (Red),ANQ000,Marvel,Promos,1,Generic Action - Attack,Attack,Action
entangle-red,Entangle (Red),ELE013,Common,Tales Of Aria,1,Elemental Guardian Action - Attack,Attack,Action
entangle-yellow,Entangle (Yellow),ELE014,Common,Tales Of Aria,2,Elemental Guardian Action - Attack,Attack,Action
entangle-blue,Entangle (Blue),ELE015,Common,Tales Of Aria,3,Elemental Guardian Action - Attack,Attack,Action
entangle-blue,Entangle (Blue),OLD021,Common,Oldhim Blitz Deck,3,Elemental Guardian Action - Attack,Attack,Action
entangling-shot-red,Entangling Shot (Red),SAZ013,Common,Azalea Silver Age Deck,1,Ranger Action - Arrow Attack,Arrow; Attack,Action
entangling-shot-red,Entangling Shot (Red),SEA107,Common,High Seas,1,Ranger Action - Arrow Attack,Arrow; Attack,Action
entangling-shot-red,Entangling Shot (Red),GEM060,Promo,GEM,1,Ranger Action - Arrow Attack,Arrow; Attack,Action
entwine-earth-red,Entwine Earth (Red),ELE094,Common,Tales Of Aria,1,Elemental Action - Attack,Attack,Action
entwine-earth-red,Entwine Earth (Red),BRI016,Common,Briar Blitz Deck,1,Elemental Action - Attack,Attack,Action
entwine-earth-yellow,Entwine Earth (Yellow),ELE095,Common,Tales Of Aria,2,Elemental Action - Attack,Attack,Action
entwine-earth-blue,Entwine Earth (Blue),ELE096,Common,Tales Of Aria,3,Elemental Action - Attack,Attack,Action
entwine-ice-red,Entwine Ice (Red),ELE097,Common,Tales Of Aria,1,Elemental Action - Attack,Attack,Action
entwine-ice-yellow,Entwine Ice (Yellow),ELE098,Common,Tales Of Aria,2,Elemental Action - Attack,Attack,Action
entwine-ice-blue,Entwine Ice (Blue),ELE099,Common,Tales Of Aria,3,Elemental Action - Attack,Attack,Action
entwine-lightning-red,Entwine Lightning (Red),SBA012,Common,Briar Silver Age Deck,1,Elemental Action - Attack,Attack,Action
entwine-lightning-red,Entwine Lightning (Red),AST009,Common,Armory Deck Aurora,1,Elemental Action - Attack,Attack,Action
entwine-lightning-red,Entwine Lightning (Red),ELE100,Common,Tales Of Aria,1,Elemental Action - Attack,Attack,Action
entwine-lightning-red,Entwine Lightning (Red),LXI013,Common,Lexi Blitz Deck,1,Elemental Action - Attack,Attack,Action
entwine-lightning-red,Entwine Lightning (Red),BRI028,Common,Briar Blitz Deck,1,Elemental Action - Attack,Attack,Action
entwine-lightning-yellow,Entwine Lightning (Yellow),ELE101,Common,Tales Of Aria,2,Elemental Action - Attack,Attack,Action
entwine-lightning-blue,Entwine Lightning (Blue),ELE102,Common,Tales Of Aria,3,Elemental Action - Attack,Attack,Action
envelop-in-darkness-red,Envelop in Darkness (Red),DTD149,Rare,Dusk Till Dawn,1,Shadow Runeblade Action,NonAttack,Action
envelop-in-darkness-yellow,Envelop in Darkness (Yellow),DTD150,Rare,Dusk Till Dawn,2,Shadow Runeblade Action,NonAttack,Action
envelop-in-darkness-blue,Envelop in Darkness (Blue),DTD151,Rare,Dusk Till Dawn,3,Shadow Runeblade Action,NonAttack,Action
eradicate-yellow,Eradicate (Yellow),DYN119,Majestic,Dynasty,2,Assassin Action - Attack,Attack,Action
erase-face-red,Erase Face (Red),UPR187,Majestic,Uprising,1,Generic Action - Attack,Attack,Action
erase-face-red,Erase Face (Red),JDG043,Promo,Promos,1,Generic Action - Attack,Attack,Action
erode-authority-red,Erode Authority (Red),OMN044,Rare,Omens Of The Third Age,1,Illusionist Action - Attack,Attack,Action
erode-authority-yellow,Erode Authority (Yellow),OMN045,Rare,Omens Of The Third Age,2,Illusionist Action - Attack,Attack,Action
erode-authority-blue,Erode Authority (Blue),OMN046,Rare,Omens Of The Third Age,3,Illusionist Action - Attack,Attack,Action
escalate-bloodshed-red,Escalate Bloodshed (Red),SEA253,Majestic,High Seas,1,Warrior Instant - Aura,Aura,Instant
escalate-order-red,Escalate Order (Red),SUP022,Super Rare,Super Slam,1,Revered Action - Attack,Attack,Action
escalate-violence-blue,Escalate Violence (Blue),SUP084,Super Rare,Super Slam,3,Reviled Action - Attack,Attack,Action
essence-of-ancestry-body-red,Essence of Ancestry: Body (Red),MST137,Rare,Part The Mistveil,1,Illusionist Action - Aura,Aura; NonAttack,Action
essence-of-ancestry-mind-blue,Essence of Ancestry: Mind (Blue),MST139,Rare,Part The Mistveil,3,Illusionist Action - Aura,Aura; NonAttack,Action
essence-of-ancestry-mind-blue,Essence of Ancestry: Mind (Blue),ENG017,Rare,Enigma Blitz Deck,3,Illusionist Action - Aura,Aura; NonAttack,Action
essence-of-ancestry-soul-yellow,Essence of Ancestry: Soul (Yellow),MST138,Rare,Part The Mistveil,2,Illusionist Action - Aura,Aura; NonAttack,Action
etchings-of-arcana-red,Etchings of Arcana (Red),ROS189,Common,Rosetta,1,Wizard Action,NonAttack,Action
etchings-of-arcana-red,Etchings of Arcana (Red),OSC014,Common,Oscilio Blitz Deck,1,Wizard Action,NonAttack,Action
etchings-of-arcana-yellow,Etchings of Arcana (Yellow),ROS190,Common,Rosetta,2,Wizard Action,NonAttack,Action
etchings-of-arcana-yellow,Etchings of Arcana (Yellow),OSC021,Common,Oscilio Blitz Deck,2,Wizard Action,NonAttack,Action
etchings-of-arcana-blue,Etchings of Arcana (Blue),ROS191,Common,Rosetta,3,Wizard Action,NonAttack,Action
etchings-of-arcana-blue,Etchings of Arcana (Blue),OSC023,Common,Oscilio Blitz Deck,3,Wizard Action,NonAttack,Action
eternal-inferno-red,Eternal Inferno (Red),ROS167,Majestic,Rosetta,1,Wizard Action,NonAttack,Action
evasive-leap-red,Evasive Leap (Red),MST218,Common,Part The Mistveil,1,Generic Defense Reaction,,DefenseReaction
evasive-leap-yellow,Evasive Leap (Yellow),MST219,Common,Part The Mistveil,2,Generic Defense Reaction,,DefenseReaction
evasive-leap-blue,Evasive Leap (Blue),MST220,Common,Part The Mistveil,3,Generic Defense Reaction,,DefenseReaction
evasive-nageboshi-blue,Evasive Nageboshi (Blue),OMN232,Majestic,Omens Of The Third Age,3,Ninja Instant - Shuriken Item,Item; Shuriken,Instant
even-bigger-than-that-red,Even Bigger Than That! (Red),EVR173,Rare,Everfest,1,Generic Instant,,Instant
even-bigger-than-that-red,Even Bigger Than That! (Red),FAB058,Promo,Promos,1,Generic Instant,,Instant
even-bigger-than-that-yellow,Even Bigger Than That! (Yellow),EVR174,Rare,Everfest,2,Generic Instant,,Instant
even-bigger-than-that-yellow,Even Bigger Than That! (Yellow),FAB059,Promo,Promos,2,Generic Instant,,Instant
even-bigger-than-that-blue,Even Bigger Than That! (Blue),EVR175,Rare,Everfest,3,Generic Instant,,Instant
even-bigger-than-that-blue,Even Bigger Than That! (Blue),FAB060,Promo,Promos,3,Generic Instant,,Instant
everbloom--life-blue,Everbloom // Life (Blue),SEA258,Majestic,High Seas,3,Earth Action // Instant,NonAttack,Action; Instant
evergreen-red,Evergreen (Red),ELE119,Rare,Tales Of Aria,1,Earth Action - Attack,Attack,Action
evergreen-red,Evergreen (Red),BRI018,Rare,Briar Blitz Deck,1,Earth Action - Attack,Attack,Action
evergreen-yellow,Evergreen (Yellow),ELE120,Rare,Tales Of Aria,2,Earth Action - Attack,Attack,Action
evergreen-blue,Evergreen (Blue),ELE121,Rare,Tales Of Aria,3,Earth Action - Attack,Attack,Action
evergreen-blue,Evergreen (Blue),OLD026,Rare,Oldhim Blitz Deck,3,Earth Action - Attack,Attack,Action
evo-atom-breaker-red,Evo Atom Breaker (Red),EVO031,Majestic,Bright Lights,1,Mechanologist Instant Equipment - Evo Chest,Chest; Evo,Equipment; Instant
evo-atom-breaker-red,Evo Atom Breaker (Red),EVO031,Marvel,Bright Lights,1,Mechanologist Instant Equipment - Evo Chest,Chest; Evo,Equipment; Instant
evo-battery-pack-yellow,Evo Battery Pack (Yellow),EVO047,Common,Bright Lights,2,Mechanologist Action Equipment - Evo Chest,Chest; Evo; NonAttack,Action; Equipment
evo-beta-base-arms-blue,Evo Beta Base Arms (Blue),PEN070,Rare,Compendium Of Rathe,3,Mechanologist Action Equipment - Evo Base Arms,Arms; Base; Evo; NonAttack,Action; Equipment
evo-beta-base-arms-blue,Evo Beta Base Arms (Blue),PEN070,Marvel,Compendium Of Rathe,3,Mechanologist Action Equipment - Evo Base Arms,Arms; Base; Evo; NonAttack,Action; Equipment
evo-beta-base-chest-blue,Evo Beta Base Chest (Blue),PEN069,Rare,Compendium Of Rathe,3,Mechanologist Action Equipment - Evo Base Chest,Base; Chest; Evo; NonAttack,Action; Equipment
evo-beta-base-chest-blue,Evo Beta Base Chest (Blue),PEN069,Marvel,Compendium Of Rathe,3,Mechanologist Action Equipment - Evo Base Chest,Base; Chest; Evo; NonAttack,Action; Equipment
evo-beta-base-head-blue,Evo Beta Base Head (Blue),PEN068,Rare,Compendium Of Rathe,3,Mechanologist Action Equipment - Evo Base Head,Base; Evo; Head; NonAttack,Action; Equipment
evo-beta-base-head-blue,Evo Beta Base Head (Blue),PEN068,Marvel,Compendium Of Rathe,3,Mechanologist Action Equipment - Evo Base Head,Base; Evo; Head; NonAttack,Action; Equipment
evo-beta-base-legs-blue,Evo Beta Base Legs (Blue),PEN071,Rare,Compendium Of Rathe,3,Mechanologist Action Equipment - Evo Base Legs,Base; Evo; Legs; NonAttack,Action; Equipment
evo-beta-base-legs-blue,Evo Beta Base Legs (Blue),PEN071,Marvel,Compendium Of Rathe,3,Mechanologist Action Equipment - Evo Base Legs,Base; Evo; Legs; NonAttack,Action; Equipment
evo-buzz-hive-yellow,Evo Buzz Hive (Yellow),EVO051,Common,Bright Lights,2,Mechanologist Instant Equipment - Evo Chest,Chest; Evo,Equipment; Instant
evo-charging-rods-yellow,Evo Charging Rods (Yellow),EVO049,Common,Bright Lights,2,Mechanologist Action Equipment - Evo Legs,Evo; Legs; NonAttack,Action; Equipment
evo-circuit-breaker-red,Evo Circuit Breaker (Red),EVO030,Majestic,Bright Lights,1,Mechanologist Instant Equipment - Evo Head,Evo; Head,Equipment; Instant
evo-circuit-breaker-red,Evo Circuit Breaker (Red),EVO030,Marvel,Bright Lights,1,Mechanologist Instant Equipment - Evo Head,Evo; Head,Equipment; Instant
evo-cogspitter-yellow,Evo Cogspitter (Yellow),EVO048,Common,Bright Lights,2,Mechanologist Action Equipment - Evo Arms,Arms; Evo; NonAttack,Action; Equipment
evo-command-center-yellow,Evo Command Center (Yellow),EVO034,Rare,Bright Lights,2,Mechanologist Action Equipment - Evo Head,Evo; Head; NonAttack,Action; Equipment
evo-command-center-yellow,Evo Command Center (Yellow),FAB207,Promo,Promos,2,Mechanologist Action Equipment - Evo Head,Evo; Head; NonAttack,Action; Equipment
evo-data-mine-yellow,Evo Data Mine (Yellow),EVO046,Common,Bright Lights,2,Mechanologist Action Equipment - Evo Head,Evo; Head; NonAttack,Action; Equipment
evo-energy-matrix-blue,Evo Energy Matrix (Blue),EVO039,Rare,Bright Lights,3,Mechanologist Action Equipment - Evo Chest,Chest; Evo; NonAttack,Action; Equipment
evo-energy-matrix-blue,Evo Energy Matrix (Blue),TCC008,Rare,Round The Table,3,Mechanologist Action Equipment - Evo Chest,Chest; Evo; NonAttack,Action; Equipment
evo-engine-room-yellow,Evo Engine Room (Yellow),EVO035,Rare,Bright Lights,2,Mechanologist Action Equipment - Evo Chest,Chest; Evo; NonAttack,Action; Equipment
evo-face-breaker-red,Evo Face Breaker (Red),EVO032,Majestic,Bright Lights,1,Mechanologist Instant Equipment - Evo Arms,Arms; Evo,Equipment; Instant
evo-face-breaker-red,Evo Face Breaker (Red),EVO032,Marvel,Bright Lights,1,Mechanologist Instant Equipment - Evo Arms,Arms; Evo,Equipment; Instant
evo-heartdrive-blue,Evo Heartdrive (Blue),MST229,Majestic,Part The Mistveil,3,Mechanologist Instant Equipment - Evo Chest,Chest; Evo,Equipment; Instant
evo-mach-breaker-red,Evo Mach Breaker (Red),EVO033,Majestic,Bright Lights,1,Mechanologist Instant Equipment - Evo Legs,Evo; Legs,Equipment; Instant
evo-mach-breaker-red,Evo Mach Breaker (Red),EVO033,Marvel,Bright Lights,1,Mechanologist Instant Equipment - Evo Legs,Evo; Legs,Equipment; Instant
evo-magneto-blue,Evo Magneto (Blue),HVY248,Majestic,Heavy Hitters,3,Mechanologist Action Equipment - Evo Arms,Arms; Evo; NonAttack,Action; Equipment
evo-rapid-fire-blue,Evo Rapid Fire (Blue),EVO041,Rare,Bright Lights,3,Mechanologist Action Equipment - Evo Legs,Evo; Legs; NonAttack,Action; Equipment
evo-rapid-fire-blue,Evo Rapid Fire (Blue),TCC010,Rare,Round The Table,3,Mechanologist Action Equipment - Evo Legs,Evo; Legs; NonAttack,Action; Equipment
evo-recall-blue,Evo Recall (Blue),MST228,Majestic,Part The Mistveil,3,Mechanologist Instant Equipment - Evo Head,Evo; Head,Equipment; Instant
evo-scatter-shot-blue,Evo Scatter Shot (Blue),EVO040,Rare,Bright Lights,3,Mechanologist Action Equipment - Evo Arms,Arms; Evo; NonAttack,Action; Equipment
evo-scatter-shot-blue,Evo Scatter Shot (Blue),TCC009,Rare,Round The Table,3,Mechanologist Action Equipment - Evo Arms,Arms; Evo; NonAttack,Action; Equipment
evo-sentry-base-arms-red,Evo Sentry Base Arms (Red),EVO044,Common,Bright Lights,1,Mechanologist Action Equipment - Evo Base Arms,Arms; Base; Evo; NonAttack,Action; Equipment
evo-sentry-base-chest-red,Evo Sentry Base Chest (Red),EVO043,Common,Bright Lights,1,Mechanologist Action Equipment - Evo Base Chest,Base; Chest; Evo; NonAttack,Action; Equipment
evo-sentry-base-head-red,Evo Sentry Base Head (Red),EVO042,Common,Bright Lights,1,Mechanologist Action Equipment - Evo Base Head,Base; Evo; Head; NonAttack,Action; Equipment
evo-sentry-base-legs-red,Evo Sentry Base Legs (Red),EVO045,Common,Bright Lights,1,Mechanologist Action Equipment - Evo Base Legs,Base; Evo; Legs; NonAttack,Action; Equipment
evo-shortcircuit-blue,Evo Shortcircuit (Blue),MST230,Majestic,Part The Mistveil,3,Mechanologist Instant Equipment - Evo Arms,Arms; Evo,Equipment; Instant
evo-smoothbore-yellow,Evo Smoothbore (Yellow),EVO036,Rare,Bright Lights,2,Mechanologist Action Equipment - Evo Arms,Arms; Evo; NonAttack,Action; Equipment
evo-speedslip-blue,Evo Speedslip (Blue),MST231,Majestic,Part The Mistveil,3,Mechanologist Instant Equipment - Evo Legs,Evo; Legs,Equipment; Instant
evo-steel-soul-controller-blue,Evo Steel Soul Controller (Blue),EVO028,Majestic,Bright Lights,3,Mechanologist Action Equipment - Evo Base Arms,Arms; Base; Evo; NonAttack,Action; Equipment
evo-steel-soul-controller-blue,Evo Steel Soul Controller (Blue),EVO028,Marvel,Bright Lights,3,Mechanologist Action Equipment - Evo Base Arms,Arms; Base; Evo; NonAttack,Action; Equipment
evo-steel-soul-memory-blue,Evo Steel Soul Memory (Blue),EVO026,Majestic,Bright Lights,3,Mechanologist Action Equipment - Evo Base Head,Base; Evo; Head; NonAttack,Action; Equipment
evo-steel-soul-memory-blue,Evo Steel Soul Memory (Blue),EVO026,Marvel,Bright Lights,3,Mechanologist Action Equipment - Evo Base Head,Base; Evo; Head; NonAttack,Action; Equipment
evo-steel-soul-processor-blue,Evo Steel Soul Processor (Blue),EVO027,Majestic,Bright Lights,3,Mechanologist Action Equipment - Evo Base Chest,Base; Chest; Evo; NonAttack,Action; Equipment
evo-steel-soul-processor-blue,Evo Steel Soul Processor (Blue),EVO027,Marvel,Bright Lights,3,Mechanologist Action Equipment - Evo Base Chest,Base; Chest; Evo; NonAttack,Action; Equipment
evo-steel-soul-tower-blue,Evo Steel Soul Tower (Blue),EVO029,Majestic,Bright Lights,3,Mechanologist Action Equipment - Evo Base Legs,Base; Evo; Legs; NonAttack,Action; Equipment
evo-steel-soul-tower-blue,Evo Steel Soul Tower (Blue),EVO029,Marvel,Bright Lights,3,Mechanologist Action Equipment - Evo Base Legs,Base; Evo; Legs; NonAttack,Action; Equipment
evo-tekloscope-blue,Evo Tekloscope (Blue),EVO038,Rare,Bright Lights,3,Mechanologist Action Equipment - Evo Head,Evo; Head; NonAttack,Action; Equipment
evo-tekloscope-blue,Evo Tekloscope (Blue),TCC007,Rare,Round The Table,3,Mechanologist Action Equipment - Evo Head,Evo; Head; NonAttack,Action; Equipment
evo-thruster-yellow,Evo Thruster (Yellow),EVO037,Rare,Bright Lights,2,Mechanologist Action Equipment - Evo Legs,Evo; Legs; NonAttack,Action; Equipment
evo-whizz-bang-yellow,Evo Whizz Bang (Yellow),EVO052,Common,Bright Lights,2,Mechanologist Instant Equipment - Evo Arms,Arms; Evo,Equipment; Instant
evo-zip-line-yellow,Evo Zip Line (Yellow),EVO053,Common,Bright Lights,2,Mechanologist Instant Equipment - Evo Legs,Evo; Legs,Equipment; Instant
evo-zoom-call-yellow,Evo Zoom Call (Yellow),EVO050,Common,Bright Lights,2,Mechanologist Instant Equipment - Evo Head,Evo; Head,Equipment; Instant
excessive-bloodloss-red,Excessive Bloodloss (Red),PEN144,Common,Compendium Of Rathe,1,Assassin Action - Attack,Attack,Action
excessive-bloodloss-yellow,Excessive Bloodloss (Yellow),PEN145,Common,Compendium Of Rathe,2,Assassin Action - Attack,Attack,Action
excessive-bloodloss-blue,Excessive Bloodloss (Blue),PEN146,Common,Compendium Of Rathe,3,Assassin Action - Attack,Attack,Action
expedite-red,Expedite (Red),AMX009,Common,Armory Deck Maxx,1,Mechanologist Action - Attack,Attack,Action
expedite-red,Expedite (Red),EVO198,Common,Bright Lights,1,Mechanologist Action - Attack,Attack,Action
expedite-yellow,Expedite (Yellow),EVO199,Common,Bright Lights,2,Mechanologist Action - Attack,Attack,Action
expedite-blue,Expedite (Blue),AIO022,Common,Armory Deck Dash,3,Mechanologist Action - Attack,Attack,Action
expedite-blue,Expedite (Blue),EVO200,Common,Bright Lights,3,Mechanologist Action - Attack,Attack,Action
expedition-to-azuro-keys-red,Expedition to Azuro Keys (Red),SEA155,Common,High Seas,1,Pirate Action - Attack,Attack,Action
expedition-to-blackwater-strait-red,Expedition to Blackwater Strait (Red),SEA156,Common,High Seas,1,Pirate Action - Attack,Attack,Action
expedition-to-dreadfall-reach-red,Expedition to Dreadfall Reach (Red),SEA157,Common,High Seas,1,Pirate Action - Attack,Attack,Action
expedition-to-horizons-mantle-red,Expedition to Horizon's Mantle (Red),SEA158,Common,High Seas,1,Pirate Action - Attack,Attack,Action
expendable-limbs-blue,Expendable Limbs (Blue),DTD110,Majestic,Dusk Till Dawn,3,Shadow Brute Defense Reaction,,DefenseReaction
exploding-aether-red,Exploding Aether (Red),ROS192,Common,Rosetta,1,Wizard Action,NonAttack,Action
exploding-aether-red,Exploding Aether (Red),OSC015,Common,Oscilio Blitz Deck,1,Wizard Action,NonAttack,Action
exploding-aether-yellow,Exploding Aether (Yellow),ROS193,Common,Rosetta,2,Wizard Action,NonAttack,Action
exploding-aether-blue,Exploding Aether (Blue),ROS194,Common,Rosetta,3,Wizard Action,NonAttack,Action
explosive-growth-red,Explosive Growth (Red),ELE067,Rare,Tales Of Aria,1,Elemental Runeblade Action - Attack,Attack,Action
explosive-growth-red,Explosive Growth (Red),BRI009,Rare,Briar Blitz Deck,1,Elemental Runeblade Action - Attack,Attack,Action
explosive-growth-yellow,Explosive Growth (Yellow),ELE068,Rare,Tales Of Aria,2,Elemental Runeblade Action - Attack,Attack,Action
explosive-growth-blue,Explosive Growth (Blue),ELE069,Rare,Tales Of Aria,3,Elemental Runeblade Action - Attack,Attack,Action
exposed-to-the-elements-blue,Exposed to the Elements (Blue),AJV027,Majestic,Armory Deck Origins Jarl,3,Elemental Instant,,Instant
